CGC2.1.t1	CGC2.1
CGC2.13019.t2	C18B10.6
CGC2.13020.t1	CGC2.13020
CGC2.13021.t1	srh-229
CGC2.13022.t1	CGC2.13022
CGC2.13023.t1	CGC2.13023
CGC2.13024.t1	CGC2.13024
CGC2.13025.t1	nhr-171
CGC2.13026.t1	srb-18
CGC2.13026.t2	srb-18
CGC2.13027.t1	srb-19
CGC2.13028.t1	CGC2.13028
CGC2.13028.t2	CGC2.13028
CGC2.13029.t1	CGC2.13029
CGC2.13030.t1	C54F6.6
CGC2.13031.t1	C54F6.3.1
CGC2.13032.t1	C54F6.3.2
CGC2.13033.t1	C54F6.12
CGC2.13034.t1	CBG00818
CGC2.13035.t1	C36A4.4.2
CGC2.13036.t1	CGC2.13036
CGC2.13037.t1	nhx-9.2
CGC2.13038.t1	CGC2.13038
CGC2.13039.t1	srh-268
CGC2.13039.t2	srh-268
CGC2.13040.t1	nhx-3
CGC2.13041.t1	ftn-1
CGC2.13042.t1	CBG00827
CGC2.13043.t1	Y48G10A.6
CGC2.13044.t1	ttr-10.1
CGC2.13045.t1	CBG18140
CGC2.13046.t1	ttr-10.2
CGC2.13047.t1	CBG00832
CGC2.13047.t2	CBG00832
CGC2.13048.t1	CGC2.13048
CGC2.13049.t1	CGC2.13049
CGC2.13050.t1	clec-214
CGC2.13051.t1	CGC2.13051
CGC2.13052.t1	F19F10.1
CGC2.13053.t1	CGC2.13053
CGC2.13054.t1	F10D2.10
CGC2.13055.t1	F25E5.4
CGC2.13056.t1	CGC2.13056
CGC2.13057.t1	CGC2.13057
CGC2.13057.t2	CGC2.13057
CGC2.13057.t3	CGC2.13057
CGC2.13058.t1	CGC2.13058
CGC2.13059.t1	CGC2.13059
CGC2.13060.t1	F25E5.16
CGC2.13061.t1	F25E5.8
CGC2.13062.t1	CGC2.13062
CGC2.13063.t1	CGC2.13063
CGC2.13064.t1	CBG08768a
CGC2.13065.t1	Y61A9LA.3
CGC2.13066.t1	CGC2.13066
CGC2.13067.t1	Y61A9LA.1
CGC2.13068.t2	txt-6
CGC2.13068.t1	txt-6
CGC2.13069.t1	Y61A9LA.10
CGC2.13070.t1	sumv-2
CGC2.13070.t2	sumv-2
CGC2.13071.t1	pmt-2
CGC2.13072.t1	soc-1
CGC2.13072.t2	soc-1
CGC2.13073.t1	F41F3.8
CGC2.13074.t1	CGC2.13074
CGC2.13074.t2	CGC2.13074
CGC2.13075.t1	col-139
CGC2.13075.t2	col-139
CGC2.13076.t1	CGC2.13076
CGC2.13077.t1	srx-73
CGC2.13078.t1	CGC2.13078
CGC2.13079.t1	srx-77
CGC2.13080.t1	srx-86
CGC2.13081.t1	CGC2.13081
CGC2.13082.t1	CGC2.13082
CGC2.13082.t2	CGC2.13082
CGC2.13083.t1	CGC2.13083
CGC2.13084.t1	K03B4.4
CGC2.13084.t2	K03B4.4
CGC2.13085.t1	K12H6.7.6
CGC2.13086.t1	fbxa-59
CGC2.13087.t1	taf-10
CGC2.13088.t1	K03B4.2
CGC2.13089.t1	K03B4.1
CGC2.13090.t1	cpg-8
CGC2.13091.t1	ZC266.1
CGC2.13092.t1	CGC2.13092
CGC2.13093.t1	prx-6
CGC2.13094.t1	F39G3.5
CGC2.13095.t1	tig-2
CGC2.13096.t1	F39G3.3
CGC2.13097.t1	F39G3.2
CGC2.13098.t1	C18G1.6
CGC2.13098.t2	C18G1.6
CGC2.13099.t1	elt-7
CGC2.13100.t1	C18G1.1
CGC2.13101.t1	Y60C6A.1
CGC2.13102.t1	CGC2.13102
CGC2.13103.t1	R02F11.9
CGC2.13104.t1	R02F11.10
CGC2.13105.t1	CBG08820
CGC2.13106.t1	abhd-5.2
CGC2.13107.t1	CBG26931
CGC2.13108.t1	nas-9
CGC2.13109.t1	C37H5.5
CGC2.13110.t1	hsp-6
CGC2.13111.t1	adss-1
CGC2.13112.t1	R02F11.4
CGC2.13113.t1	R02F11.3
CGC2.13113.t2	R02F11.3
CGC2.13114.t1	R02F11.1
CGC2.13115.t1	R02F11.2
CGC2.13116.t1	R02F11.11
CGC2.13116.t2	R02F11.11
CGC2.13117.t1	CBG08835
CGC2.13118.t1	CBG08836a
CGC2.13119.t1	CBG08837
CGC2.13120.t2	nex-4
CGC2.13120.t1	nex-4
CGC2.13121.t1	C37H5.13
CGC2.13122.t1	CBG08842
CGC2.13123.t1	srd-32
CGC2.13124.t1	srd-33
CGC2.13125.t1	CGC2.13125
CGC2.13126.t1	CBG08846
CGC2.13127.t1	CBG08847
CGC2.13127.t2	CBG08847
CGC2.13128.t1	CBG08848
CGC2.13129.t1	Y39B6A.10.1
CGC2.13130.t1	CGC2.13130
CGC2.13131.t1	CBG30591
CGC2.13132.t1	ugt-8.1
CGC2.13133.t1	K11H12.4
CGC2.13134.t1	CGC2.13134
CGC2.13135.t1	T19H12.6
CGC2.13136.t1	ugt-12.1
CGC2.13137.t1	CBG08856
CGC2.13138.t1	ugt-8.2
CGC2.13139.t1	CGC2.13139
CGC2.13140.t2	CGC2.13140
CGC2.13140.t1	CGC2.13140
CGC2.13141.t1	CGC2.13141
CGC2.13142.t1	ugt-13
CGC2.13143.t1	ugt-12.2
CGC2.13144.t1	T17H7.1
CGC2.13145.t1	H23N18.5
CGC2.13146.t1	H23N18.6
CGC2.13147.t1	CBG08865
CGC2.13148.t1	CBG08866
CGC2.13149.t1	srh-22
CGC2.13150.t1	CGC2.13150
CGC2.13151.t1	str-205
CGC2.13152.t1	CGC2.13152
CGC2.13153.t1	CGC2.13153
CGC2.13154.t1	CGC2.13154
CGC2.13155.t1	CGC2.13155
CGC2.13156.t1	CBG08875
CGC2.13157.t1	str-211
CGC2.13158.t1	CGC2.13158
CGC2.13159.t1	tam-1
CGC2.13159.t2	tam-1
CGC2.13159.t3	tam-1
CGC2.13160.t1	F40A3.7
CGC2.13160.t2	F40A3.7
CGC2.13161.t1	F40A3.1
CGC2.13161.t2	F40A3.1
CGC2.13162.t1	F40A3.6
CGC2.13163.t1	F40A3.3
CGC2.13163.t2	F40A3.3
CGC2.13164.t1	F40A3.2
CGC2.13164.t2	F40A3.2
CGC2.13164.t3	F40A3.2
CGC2.13165.t1	F40A3.4
CGC2.13166.t1	nipi-4
CGC2.13167.t1	C37C3.11
CGC2.13168.t1	C37C3.17
CGC2.13168.t2	C37C3.17
CGC2.13169.t1	CBG20561
CGC2.13170.t1	C37C3.2
CGC2.13170.t2	C37C3.2
CGC2.13171.t1	C37C3.18
CGC2.13172.t1	C37C3.9
CGC2.13173.t1	memo-1
CGC2.13173.t2	memo-1
CGC2.13174.t1	grd-8
CGC2.13175.t1	CGC2.13175
CGC2.13175.t2	CGC2.13175
CGC2.13176.t1	C37C3.12
CGC2.13177.t1	ttr-33
CGC2.13178.t1	txt-5
CGC2.13179.t1	mig-6
CGC2.13179.t2	mig-6
CGC2.13180.t1	CGC2.13180
CGC2.13181.t1	lbp-4
CGC2.13182.t1	ZK742.6
CGC2.13183.t1	xpo-1
CGC2.13184.t1	ZK742.4
CGC2.13185.t1	ZK742.3
CGC2.13186.t1	CGC2.13186
CGC2.13187.t1	uvs-1
CGC2.13188.t1	T05B11.4
CGC2.13189.t1	hint-3
CGC2.13189.t2	hint-3
CGC2.13190.t1	CGC2.13190
CGC2.13191.t1	frpr-3
CGC2.13192.t1	grl-10
CGC2.13193.t1	rpl-39
CGC2.13194.t1	rps-30
CGC2.13195.t1	C26F1.3
CGC2.13196.t1	cyp-32A1
CGC2.13197.t1	C26F1.1
CGC2.13198.t1	flp-21
CGC2.13198.t2	flp-21
CGC2.13199.t2	ZK742.7
CGC2.13199.t1	ZK742.7
CGC2.13200.t1	CGC2.13200
CGC2.13201.t1	CGC2.13201
CGC2.13202.t1	CGC2.13202
CGC2.13203.t1	CGC2.13203
CGC2.13203.t2	CGC2.13203
CGC2.13204.t1	T05B11.1
CGC2.13205.t1	clic-1
CGC2.13206.t1	T05B11.7
CGC2.13207.t1	Y97E10C.2
CGC2.13208.t1	str-35
CGC2.13208.t2	str-35
CGC2.13209.t1	CBG31190
CGC2.13210.t1	gnrr-5
CGC2.13211.t1	rft-2
CGC2.13212.t1	rft-1
CGC2.13213.t1	Y47D7A.13
CGC2.13214.t1	CGC2.13214
CGC2.13215.t1	exc-15
CGC2.13216.t1	unc-62
CGC2.13216.t2	unc-62
CGC2.13216.t3	unc-62
CGC2.13217.t1	CBG30493
CGC2.13218.t1	CBG27336
CGC2.13219.t1	sut-2
CGC2.13219.t2	sut-2
CGC2.13219.t3	sut-2
CGC2.13220.t1	Y61A9LA.7
CGC2.13221.t1	sos-1
CGC2.13222.t1	CGC2.13222
CGC2.13223.t1	T28F12.1
CGC2.13224.t1	Y47D7A.15
CGC2.13224.t2	Y47D7A.15
CGC2.13224.t3	Y47D7A.15
CGC2.13225.t1	Y47D7A.12
CGC2.13226.t1	CGC2.13226
CGC2.13227.t1	CBG23599
CGC2.13228.t1	Y47D7A.19
CGC2.13229.t1	CGC2.13229
CGC2.13230.t1	CBG23603
CGC2.13231.t1	clpf-1.2
CGC2.13232.t1	CGC2.13232
CGC2.13233.t1	CBG23607
CGC2.13234.t1	CBG23608
CGC2.13235.t1	C08D8.1.2
CGC2.13236.t1	CBG23610
CGC2.13237.t1	grl-5
CGC2.13238.t1	F13A2.5
CGC2.13239.t1	F13A2.4
CGC2.13240.t1	CBG26637
CGC2.13240.t2	CBG26637
CGC2.13241.t1	F13A2.9
CGC2.13241.t2	F13A2.9
CGC2.13242.t1	F13A2.10
CGC2.13243.t1	CBG26640
CGC2.13244.t1	CBG26641
CGC2.13245.t1	CBG30496
CGC2.13246.t1	CBG31211
CGC2.13247.t1	CBG31212
CGC2.13248.t1	CBG31213
CGC2.13249.t1	CBG31214
CGC2.13250.t1	CBG31215
CGC2.13251.t1	CBG31216
CGC2.13252.t1	grl-13
CGC2.13252.t2	grl-13
CGC2.13253.t1	F32D1.11
CGC2.13254.t1	gmpr-1
CGC2.13255.t1	fipp-1
CGC2.13255.t2	fipp-1
CGC2.13256.t1	F32D1.3
CGC2.13257.t1	mcm-7
CGC2.13258.t1	figl-1
CGC2.13258.t2	figl-1
CGC2.13259.t1	glrx-3
CGC2.13260.t1	irld-1
CGC2.13261.t1	CGC2.13261
CGC2.13262.t1	lag-2
CGC2.13263.t1	srab-10
CGC2.13264.t1	Y73C8B.3
CGC2.13265.t1	Y73C8B.2
CGC2.13266.t2	K08D9.4
CGC2.13266.t1	K08D9.4
CGC2.13267.t1	CBG21856
CGC2.13267.t2	CBG21856
CGC2.13268.t1	CBG31000
CGC2.13269.t1	apx-1
CGC2.13270.t1	F25E5.3
CGC2.13271.t1	try-8
CGC2.13272.t1	CBG21832
CGC2.13273.t1	CGC2.13273
CGC2.13274.t1	F25E5.1
CGC2.13275.t1	srh-125
CGC2.13275.t2	srh-125
CGC2.13276.t1	CBG21824
CGC2.13277.t1	CBG30665
CGC2.13278.t1	cyp-33C2
CGC2.13278.t2	cyp-33C2
CGC2.13279.t1	srbc-19
CGC2.13280.t1	CGC2.13280
CGC2.13281.t1	CGC2.13281
CGC2.13282.t1	F41H8.1
CGC2.13283.t1	CBG21844
CGC2.13284.t1	R13D11.1
CGC2.13285.t1	R13D11.4
CGC2.13286.t2	R13D11.10
CGC2.13286.t1	R13D11.10
CGC2.13287.t1	nhr-270
CGC2.13287.t2	nhr-270
CGC2.13288.t1	srab-25
CGC2.13288.t2	srab-25
CGC2.13289.t1	Y46H3A.5
CGC2.13290.t1	CBG31096
CGC2.13291.t1	srab-16
CGC2.13292.t1	mrpl-39
CGC2.13293.t1	gly-7
CGC2.13294.t1	Y46H3A.4
CGC2.13295.t1	haf-7.2
CGC2.13295.t2	haf-7.2
CGC2.13295.t3	haf-7.2
CGC2.13296.t1	Y32G9B.1
CGC2.13296.t2	Y32G9B.1
CGC2.13297.t1	K09C6.7
CGC2.13298.t1	T10B5.10
CGC2.13299.t1	T10B5.3
CGC2.13300.t1	knl-3.1
CGC2.13301.t1	knl-3.2
CGC2.13302.t1	T10B5.4
CGC2.13303.t1	cct-7
CGC2.13304.t1	zig-11
CGC2.13305.t1	nphp-2
CGC2.13305.t2	nphp-2
CGC2.13306.t1	T06A1.1
CGC2.13307.t1	CBG24748
CGC2.13308.t1	clec-205
CGC2.13309.t1	dhs-13
CGC2.13310.t1	F36H9.7
CGC2.13311.t1	F36H9.4
CGC2.13312.t1	glb-25
CGC2.13313.t1	CGC2.13313
CGC2.13314.t1	CGC2.13314
CGC2.13315.t1	CGC2.13315
CGC2.13316.t1	srj-13
CGC2.13317.t1	gst-33
CGC2.13318.t1	slc-28.1
CGC2.13319.t1	slc-28.2
CGC2.13320.t1	CGC2.13320
CGC2.13321.t1	cfz-2
CGC2.13321.t2	cfz-2
CGC2.13322.t1	srj-9
CGC2.13323.t1	CBG26939
CGC2.13324.t1	F20D6.1.2
CGC2.13325.t1	CGC2.13325
CGC2.13326.t1	F20D6.1.3
CGC2.13327.t1	CBG22424
CGC2.13328.t1	CGC2.13328
CGC2.13329.t1	srj-7
CGC2.13330.t1	srj-11
CGC2.13331.t1	srj-32
CGC2.13332.t1	CGC2.13332
CGC2.13332.t2	CGC2.13332
CGC2.13333.t1	CGC2.13333
CGC2.13334.t1	clec-133.1
CGC2.13335.t1	R03H10.5
CGC2.13336.t2	CGC2.13336
CGC2.13336.t1	CGC2.13336
CGC2.13337.t1	oac-56.1
CGC2.13338.t1	snu-66
CGC2.13339.t1	ints-9.1
CGC2.13339.t2	ints-9.1
CGC2.13340.t1	CBG22444
CGC2.13341.t1	CBG22445
CGC2.13342.t1	ints-9.2
CGC2.13342.t2	ints-9.2
CGC2.13343.t1	C50E3.5
CGC2.13343.t2	C50E3.5
CGC2.13344.t1	C50E3.6
CGC2.13345.t1	CGC2.13345
CGC2.13346.t1	CBG24214
CGC2.13347.t1	CBG31200
CGC2.13348.t1	Y105E8A.27
CGC2.13349.t1	CGC2.13349
CGC2.13350.t1	CGC2.13350
CGC2.13351.t1	CGC2.13351
CGC2.13352.t1	srh-255.1
CGC2.13353.t1	CGC2.13353
CGC2.13354.t1	CGC2.13354
CGC2.13355.t2	CGC2.13355
CGC2.13355.t1	CGC2.13355
CGC2.13356.t1	CBG24207
CGC2.13357.t1	CBG24206
CGC2.13358.t1	CGC2.13358
CGC2.13359.t1	folt-3
CGC2.13360.t1	CGC2.13360
CGC2.13361.t1	CGC2.13361
CGC2.13362.t1	CGC2.13362
CGC2.13363.t1	CGC2.13363
CGC2.13364.t1	ZK105.6
CGC2.13365.t1	C12D5.10
CGC2.13366.t1	R13D7.2
CGC2.13367.t1	CGC2.13367
CGC2.13368.t1	CGC2.13368
CGC2.13369.t1	CGC2.13369
CGC2.13370.t1	CGC2.13370
CGC2.13371.t1	CGC2.13371
CGC2.13372.t1	CGC2.13372
CGC2.13372.t2	CGC2.13372
CGC2.13373.t1	Y73C8C.8
CGC2.13374.t1	CBG17013
CGC2.13375.t1	CGC2.13375
CGC2.13376.t1	CGC2.13376
CGC2.13377.t1	CGC2.13377
CGC2.13378.t1	cyp-33A1
CGC2.13378.t2	cyp-33A1
CGC2.13379.t1	CBG17009
CGC2.13380.t1	CBG17008
CGC2.13381.t1	CGC2.13381
CGC2.13382.t1	T27E7.4
CGC2.13383.t1	CBG17003
CGC2.13384.t1	CBG17002
CGC2.13385.t1	CBG17001
CGC2.13386.t1	CBG17000
CGC2.13387.t1	C50H11.13
CGC2.13388.t1	hrg-7.2
CGC2.13389.t1	CGC2.13389
CGC2.13390.t1	F18E3.12
CGC2.13391.t1	CGC2.13391
CGC2.13392.t2	CBG16992
CGC2.13392.t1	CBG16992
CGC2.13393.t1	F18E3.13
CGC2.13394.t1	CGC2.13394
CGC2.13395.t1	CGC2.13395
CGC2.13396.t1	srxa-4
CGC2.13397.t1	nhr-30.1
CGC2.13397.t2	nhr-30.1
CGC2.13398.t1	CBG16981
CGC2.13399.t1	CGC2.13399
CGC2.13400.t1	srw-69
CGC2.13401.t1	CBG16975
CGC2.13402.t1	CGC2.13402
CGC2.13403.t1	CGC2.13403
CGC2.13404.t1	CGC2.13404
CGC2.13405.t1	CGC2.13405
CGC2.13406.t1	CGC2.13406
CGC2.13407.t1	CGC2.13407
CGC2.13408.t1	CGC2.13408
CGC2.13409.t1	CGC2.13409
CGC2.13410.t1	CGC2.13410
CGC2.13411.t1	CGC2.13411
CGC2.13412.t1	CGC2.13412
CGC2.13413.t1	srw-76
CGC2.13413.t2	srw-76
CGC2.13414.t1	CGC2.13414
CGC2.13415.t1	CGC2.13415
CGC2.13416.t1	CGC2.13416
CGC2.13417.t1	CGC2.13417
CGC2.13418.t1	CGC2.13418
CGC2.13419.t1	CBG16960
CGC2.13420.t1	CBG10522
CGC2.13421.t1	CBG10521
CGC2.13422.t1	CBG10520
CGC2.13423.t1	CBG10519
CGC2.13424.t1	CBG10518
CGC2.13424.t2	CBG10518
CGC2.13425.t1	CBG10516
CGC2.13426.t1	ifas-1
CGC2.13426.t2	ifas-1
CGC2.13427.t1	CGC2.13427
CGC2.13427.t2	CGC2.13427
CGC2.13428.t1	str-9.2
CGC2.13429.t1	CBG10508
CGC2.13430.t1	CGC2.13430
CGC2.13431.t1	F58G4.3
CGC2.13432.t1	CGC2.13432
CGC2.13433.t1	CGC2.13433
CGC2.13434.t1	CGC2.13434
CGC2.13435.t1	CGC2.13435
CGC2.13436.t1	nhr-233.1
CGC2.13437.t1	nhr-237
CGC2.13438.t1	CGC2.13438
CGC2.13439.t1	Y46H3D.8
CGC2.13439.t2	Y46H3D.8
CGC2.13440.t1	CGC2.13440
CGC2.13441.t1	CBG10491
CGC2.13442.t1	CGC2.13442
CGC2.13443.t1	CGC2.13443
CGC2.13444.t1	srw-2
CGC2.13445.t1	srw-15
CGC2.13446.t1	CBG10487
CGC2.13447.t1	CBG10486
CGC2.13448.t1	CBG30590
CGC2.13448.t2	CBG30590
CGC2.13449.t1	CBG10483
CGC2.13450.t1	CBG10481
CGC2.13450.t2	CBG10481
CGC2.13451.t1	CBG26958
CGC2.13452.t1	CGC2.13452
CGC2.13453.t1	CBG10478
CGC2.13454.t1	btb-9
CGC2.13455.t1	CBG10476
CGC2.13456.t2	C50E3.7
CGC2.13456.t3	C50E3.7
CGC2.13456.t1	C50E3.7
CGC2.13457.t1	CBG10474
CGC2.13458.t1	CGC2.13458
CGC2.13459.t1	CGC2.13459
CGC2.13460.t1	CGC2.13460
CGC2.13461.t1	C14C6.13
CGC2.13462.t1	CBG10470
CGC2.13463.t1	srj-21
CGC2.13464.t1	F48G7.13
CGC2.13465.t1	C14C6.2
CGC2.13465.t2	C14C6.2
CGC2.13465.t3	C14C6.2
CGC2.13466.t1	nhr-132
CGC2.13467.t1	nhr-58
CGC2.13468.t1	CBG10464
CGC2.13468.t2	CBG10464
CGC2.13469.t1	M01G12.2
CGC2.13470.t1	nhr-156
CGC2.13471.t1	CGC2.13471
CGC2.13472.t1	CBG26957
CGC2.13473.t1	ugt-28.1
CGC2.13474.t1	CBG26955
CGC2.13475.t1	CBG10454
CGC2.13476.t1	CBG10453
CGC2.13477.t1	CBG10452
CGC2.13478.t1	CGC2.13478
CGC2.13479.t1	srw-108
CGC2.13479.t2	srw-108
CGC2.13480.t1	lipl-3
CGC2.13481.t1	nhr-115
CGC2.13482.t1	CGC2.13482
CGC2.13483.t1	CGC2.13483
CGC2.13484.t1	CGC2.13484
CGC2.13485.t1	CBG30503
CGC2.13486.t1	daf-9.2
CGC2.13487.t1	CBG30504
CGC2.13488.t1	CGC2.13488
CGC2.13489.t1	CGC2.13489
CGC2.13490.t1	R08E5.3.1
CGC2.13491.t1	CBG30679
CGC2.13492.t1	CGC2.13492
CGC2.13493.t1	R08E5.3.2
CGC2.13494.t1	cysl-3
CGC2.13495.t1	R08F11.1
CGC2.13496.t1	R08F11.7
CGC2.13497.t1	CGC2.13497
CGC2.13498.t1	gstk-1
CGC2.13499.t1	CGC2.13499
CGC2.13500.t1	CGC2.13500
CGC2.13501.t2	CGC2.13501
CGC2.13501.t1	CGC2.13501
CGC2.13502.t1	irld-60
CGC2.13503.t1	CBG10402
CGC2.13504.t1	CBG10401
CGC2.13505.t1	CBG10400
CGC2.13506.t1	str-18
CGC2.13507.t1	CBG10397
CGC2.13507.t2	CBG10397
CGC2.13508.t1	CGC2.13508
CGC2.13509.t1	CBG31304
CGC2.13510.t1	CBG30506
CGC2.13511.t1	CGC2.13511
CGC2.13512.t1	CGC2.13512
CGC2.13513.t1	CGC2.13513
CGC2.13514.t1	H35N09.1
CGC2.13515.t1	srt-22.1
CGC2.13516.t1	CGC2.13516
CGC2.13516.t2	CGC2.13516
CGC2.13517.t1	CBG26746
CGC2.13517.t2	CBG26746
CGC2.13518.t1	srt-22.2
CGC2.13519.t1	CGC2.13519
CGC2.13520.t1	CBG24725
CGC2.13521.t1	CGC2.13521
CGC2.13522.t1	CGC2.13522
CGC2.13523.t1	CGC2.13523
CGC2.13524.t1	CGC2.13524
CGC2.13525.t2	srh-186
CGC2.13525.t1	srh-186
CGC2.13526.t1	F48C1.11
CGC2.13527.t1	CGC2.13527
CGC2.13528.t1	srt-20
CGC2.13529.t1	CGC2.13529
CGC2.13529.t2	CGC2.13529
CGC2.13530.t1	CBG10375
CGC2.13531.t1	CGC2.13531
CGC2.13532.t1	CGC2.13532
CGC2.13533.t1	CBG31479
CGC2.13534.t1	srx-5
CGC2.13535.t1	CGC2.13535
CGC2.13535.t2	CGC2.13535
CGC2.13536.t1	srh-211
CGC2.13536.t2	srh-211
CGC2.13537.t1	CGC2.13537
CGC2.13538.t1	nhr-181
CGC2.13539.t1	CBG26944
CGC2.13539.t2	CBG26944
CGC2.13540.t1	C25G6.1
CGC2.13541.t1	CGC2.13541
CGC2.13542.t1	CGC2.13542
CGC2.13543.t1	CGC2.13543
CGC2.13544.t1	F55G11.1.1
CGC2.13545.t1	F55G11.1.2
CGC2.13546.t1	F55G11.1.3
CGC2.13547.t1	CGC2.13547
CGC2.13548.t1	bus-1.1
CGC2.13549.t1	CBG26941
CGC2.13550.t1	CBG10353
CGC2.13551.t1	cest-29
CGC2.13552.t1	CBG10350
CGC2.13553.t1	F07C4.6.1
CGC2.13554.t1	CBG10428
CGC2.13555.t1	CGC2.13555
CGC2.13556.t1	CGC2.13556
CGC2.13557.t1	CGC2.13557
CGC2.13558.t1	CGC2.13558
CGC2.13559.t1	CGC2.13559
CGC2.13559.t2	CGC2.13559
CGC2.13560.t1	CBG10424
CGC2.13561.t1	CBG10423
CGC2.13562.t1	CBG10422
CGC2.13563.t1	CBG10421
CGC2.13564.t1	phat-5
CGC2.13565.t1	CBG10419
CGC2.13566.t1	T05B4.13.1
CGC2.13567.t1	T05B4.13.2
CGC2.13568.t1	CBG10416
CGC2.13569.t1	nhr-57
CGC2.13570.t1	lgc-1
CGC2.13571.t1	CGC2.13571
CGC2.13572.t1	CGC2.13572
CGC2.13573.t1	CGC2.13573
CGC2.13574.t1	lgc-29
CGC2.13575.t1	Y45G5AL.1
CGC2.13575.t2	Y45G5AL.1
CGC2.13576.t1	CBG26994
CGC2.13577.t1	Y45G5AM.6
CGC2.13578.t1	Y45G5AM.5
CGC2.13579.t1	Y45G5AM.7
CGC2.13580.t1	pid-5
CGC2.13580.t2	pid-5
CGC2.13580.t3	pid-5
CGC2.13581.t1	Y45G5AM.9
CGC2.13582.t1	nhr-114
CGC2.13583.t1	algn-5
CGC2.13584.t1	rpac-40
CGC2.13585.t1	H43I07.1
CGC2.13585.t2	H43I07.1
CGC2.13586.t1	CGC2.13586
CGC2.13587.t1	CBG31341
CGC2.13588.t1	nlp-9
CGC2.13589.t1	nlp-13
CGC2.13590.t1	CGC2.13590
CGC2.13591.t1	CGC2.13591
CGC2.13592.t1	CBG01425
CGC2.13593.t1	CGC2.13593
CGC2.13594.t1	srt-12
CGC2.13595.t1	srt-13.2
CGC2.13596.t1	srt-13.1
CGC2.13597.t1	CBG01421
CGC2.13598.t1	CGC2.13598
CGC2.13599.t1	CGC2.13599
CGC2.13600.t1	srt-11
CGC2.13601.t1	CGC2.13601
CGC2.13602.t1	srt-38
CGC2.13603.t1	srx-16.1
CGC2.13604.t1	CGC2.13604
CGC2.13605.t1	tbx-35.1
CGC2.13605.t2	tbx-35.1
CGC2.13606.t1	CBG30860
CGC2.13607.t1	srh-275
CGC2.13608.t1	tag-293
CGC2.13609.t1	phat-7
CGC2.13609.t2	phat-7
CGC2.13610.t1	nhr-155.2
CGC2.13611.t1	CGC2.13611
CGC2.13612.t1	C49G7.10
CGC2.13613.t1	CGC2.13613
CGC2.13614.t1	K09D9.1
CGC2.13615.t1	CGC2.13615
CGC2.13616.t1	cyp-35A2
CGC2.13617.t1	CGC2.13617
CGC2.13618.t1	nhr-16
CGC2.13619.t1	CBG30973
CGC2.13620.t1	CGC2.13620
CGC2.13621.t1	CGC2.13621
CGC2.13622.t1	cyp-35B2.1
CGC2.13623.t1	CGC2.13623
CGC2.13624.t1	CBG01389
CGC2.13625.t1	CBG01388
CGC2.13626.t1	CGC2.13626
CGC2.13627.t1	cyp-35B2.2
CGC2.13627.t2	cyp-35B2.2
CGC2.13628.t1	srx-41.2
CGC2.13629.t1	cyp-35B2.3
CGC2.13630.t1	dmd-8
CGC2.13631.t1	hrde-1
CGC2.13632.t1	atg-9
CGC2.13633.t1	T22H9.1
CGC2.13634.t1	mltn-6
CGC2.13635.t1	mltn-7
CGC2.13636.t1	mltn-8
CGC2.13637.t1	ZK6.8
CGC2.13638.t1	CBG01374
CGC2.13639.t1	CBG01371
CGC2.13640.t1	lipl-5
CGC2.13641.t1	CBG26990
CGC2.13642.t1	CBG26989
CGC2.13643.t1	nlp-34.4
CGC2.13644.t1	ZK6.6
CGC2.13645.t1	B0554.5
CGC2.13646.t1	CGC2.13646
CGC2.13647.t1	CBG26987
CGC2.13648.t1	B0554.7
CGC2.13649.t1	srh-33
CGC2.13650.t1	M02H5.8
CGC2.13651.t1	CGC2.13651
CGC2.13652.t1	str-134
CGC2.13652.t2	str-134
CGC2.13653.t1	CGC2.13653
CGC2.13653.t2	CGC2.13653
CGC2.13654.t1	asp-1.1
CGC2.13655.t1	nhr-98
CGC2.13656.t1	nhr-55
CGC2.13657.t1	CGC2.13657
CGC2.13657.t2	CGC2.13657
CGC2.13658.t1	F56D5.3
CGC2.13659.t1	CGC2.13659
CGC2.13659.t2	CGC2.13659
CGC2.13660.t1	CGC2.13660
CGC2.13661.t1	CBG01348
CGC2.13662.t1	CGC2.13662
CGC2.13663.t1	srx-16.2
CGC2.13664.t1	CGC2.13664
CGC2.13665.t1	str-71
CGC2.13666.t1	CGC2.13666
CGC2.13667.t1	nhr-222
CGC2.13668.t1	CGC2.13668
CGC2.13669.t1	CGC2.13669
CGC2.13670.t1	CGC2.13670
CGC2.13671.t1	ugt-12.3
CGC2.13672.t1	T10B5.8
CGC2.13673.t1	CBG01336
CGC2.13674.t1	CGC2.13674
CGC2.13675.t1	CBG29117
CGC2.13676.t1	cyp-14A3
CGC2.13677.t1	CBG01331
CGC2.13678.t1	CBG01330a
CGC2.13679.t1	CGC2.13679
CGC2.13680.t1	CBG26983
CGC2.13681.t1	CBG01328.3
CGC2.13681.t2	CBG01328.3
CGC2.13682.t1	CGC2.13682
CGC2.13683.t1	CBG30611
CGC2.13684.t2	CGC2.13684
CGC2.13684.t1	CGC2.13684
CGC2.13685.t1	CBG01325
CGC2.13685.t2	CBG01325
CGC2.13686.t1	CGC2.13686
CGC2.13687.t1	CGC2.13687
CGC2.13687.t2	CGC2.13687
CGC2.13688.t1	CBG01323
CGC2.13689.t1	CBG01322
CGC2.13690.t1	CGC2.13690
CGC2.13691.t1	CGC2.13691
CGC2.13692.t1	T22F3.12
CGC2.13693.t1	CBG01317
